"pathway","pval","padj","log2err","ES","NES","size"
"GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_DN",0.508670520231214,0.843314817051081,0.0619762736001998,-0.41001241969032,-0.981681561192333,28
"GSE16385_ROSIGLITAZONE_IL4_VS_IFNG_TNF_STIM_MACROPHAGE_UP",0.072753209700428,0.499116869809082,0.197822021315103,-0.440150844781332,-1.29312292519387,101
"GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN",0.0514285714285714,0.44112676056338,0.237793834423688,-0.47042043861656,-1.35437779291809,88
"GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP",0.152447552447552,0.623726884779516,0.130777137971974,-0.402396493125436,-1.2070429973284,114
"GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_DN",0.455696202531646,0.823751566135672,0.065981614400873,-0.354781201075581,-1.01029267244729,77
"GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_UP",0.636363636363636,0.892068200014557,0.0905428948469474,0.313287761056593,0.853493376917093,47
"GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_DN",0.981586402266289,1,0.0304180507344859,-0.213848961649521,-0.600831947341098,73
"GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP",0.560407569141194,0.861271540592572,0.0577308549299813,-0.360724543876293,-0.954858887424364,53
"GSE16385_UNTREATED_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_DN",0.747206703910615,0.927601196638835,0.0425877779273254,-0.295278465750825,-0.846718561154136,82
"GSE16385_UNTREATED_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_UP",0.930921052631579,0.990535641462362,0.0727141077934447,0.262131562993998,0.616168157809527,24
"GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_DN",0.657708628005658,0.898511291460183,0.0489954089862481,-0.328439045555175,-0.893379314152022,59
"GSE16385_UNTREATED_VS_12H_IL4_TREATED_MACROPHAGE_UP",0.245283018867925,0.704283356102004,0.157402899305283,0.422042493607061,1.18442261259848,54
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_DN",0.947142857142857,0.993531790608852,0.0325785172778622,-0.237351761413548,-0.649714525173019,63
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP",0.0216930234054103,0.326023797038178,0.352487857583619,-0.5454324054655,-1.47822352274815,58
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN",0.069199229591455,0.490052246116528,0.287805130535564,0.495119742099399,1.43125392725989,63
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP",0.276108726752504,0.726965213462842,0.0934449219410994,-0.385575989079067,-1.11908713561701,93
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN",0.457308248914617,0.82402003352384,0.0672065093710464,-0.400193312051914,-1.0113008623643,41
"GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_UP",0.552631578947368,0.860628913115114,0.101713902282311,0.393065666646033,0.923942713915017,24
"GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_DN",0.421221864951768,0.808220966524551,0.11776578836269,0.391057181863073,1.02737797888126,40
"GSE16386_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_6H_UP",0.995726495726496,1,0.0299906706583812,-0.176059450699255,-0.482012696783416,64
"GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN",0.00573601016795703,0.169145882994893,0.407017918923954,0.603405953908162,1.70228504798721,56
"GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP",0.203333333333333,0.668408824219667,0.179782316298324,0.369120497407065,1.15932037612135,89
"GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_DN",0.0726495726495727,0.499116869809082,0.197822021315103,-0.444831094967029,-1.3049869552735,99
"GSE16450_CTRL_VS_IFNA_12H_STIM_MATURE_NEURON_CELL_LINE_UP",0.508038585209003,0.84254042896312,0.105520936843198,0.363791471158922,0.962004724714066,41
"GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN",0.0783475783475783,0.518559755054973,0.190023305279108,-0.455162860346044,-1.30843816676077,87
"GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_UP",0.14965034965035,0.62007487295653,0.132147260608774,-0.428659896283105,-1.22998739503141,83
"GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_DN",0.50071530758226,0.839478200494313,0.062249042949858,-0.337919674516302,-0.988701718772649,98
"GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP",0.857594936708861,0.962717026033616,0.0749278818393739,0.256218445883856,0.705058664042953,50
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_DN",0.220028208744711,0.678715929739552,0.106323255932708,-0.390614889710742,-1.15723556190454,105
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP",0.581560283687943,0.869043820463731,0.0547939500773363,-0.333160157958762,-0.935545667554106,72
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_DN",0.0468521229868228,0.430358639182169,0.252961123069611,-0.555414542602615,-1.41026946880102,43
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP",0.0567685589519651,0.456462230333051,0.227987202850442,-0.519652299757276,-1.37554991812231,53
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN",0.682215743440233,0.906535994532525,0.048701086452153,-0.3342483299159,-0.871776139915359,50
"GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP",0.31023102310231,0.752311407178336,0.142056643575821,0.345453639364652,1.08995200870839,94
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN",0.14527027027027,0.61587375906415,0.216542836735348,0.422611163643846,1.26658490686656,73
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_UP",0.800699300699301,0.946127476370432,0.0838361057159929,0.268275976618066,0.815041384071405,82
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_DN",0.57325746799431,0.86632162542685,0.0555947097758869,-0.329630322214147,-0.952603637078497,90
"GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_MATURE_NEURON_CELL_LINE_UP",0.481586402266289,0.83550609509853,0.0636424081651019,-0.354208760952455,-0.995188089606595,73
"GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN",0.861971830985915,0.964517268188372,0.0363783055518278,-0.269837019218521,-0.769737064760841,80
"GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_UP",0.202054794520548,0.667989741566384,0.183023938384487,0.376523068463444,1.16758333479897,85
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN",0.619181946403385,0.883905577178171,0.05163559644842,-0.312803650589673,-0.923615338648491,103
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP",0.760683760683761,0.932269060153071,0.0426733861156084,-0.288798832194777,-0.833070972869283,89
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN",0.168067226890756,0.639751059322034,0.12384217120105,-0.42246797581714,-1.20589195131583,79
"GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP",0.15,0.620510927347903,0.133554954557592,-0.452319718993294,-1.23815677499896,63
"GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN",0.000646633909580009,0.0471739644348291,0.477270815362862,-0.595608731963711,-1.70792328948473,82
"GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP",0.931526390870185,0.990603459063362,0.0333092817548776,-0.240291483884456,-0.696973735384116,92
"GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN",0.852062588904694,0.961889320022325,0.0373806494758473,-0.279492042180735,-0.762447118721505,61
"GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP",0.146666666666667,0.617721105998834,0.213927855492356,0.392635646089907,1.23317590895424,89
"GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN",0.585915492957746,0.870668184793036,0.0541200569620232,-0.325744227668668,-0.935814630762539,85
"GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_UP",0.0524230930845593,0.442955485182184,0.321775918075361,-0.470050854376862,-1.3879191570459,103
"GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN",5.39003938641885e-05,0.00898789067685344,0.557332238758646,-0.600940797920175,-1.80006909212384,116
"GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP",0.835674157303371,0.958114751686037,0.0376923295943841,-0.268041862957653,-0.79308974400917,104
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN",0.265248226950355,0.721165939731831,0.0952879846194844,-0.403755526611444,-1.13378423154403,72
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_UP",0.0654338549075391,0.482675163722208,0.208955027549354,-0.452320156123812,-1.31927356692081,95
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_DN",0.102564102564103,0.55950129682524,0.16440575583821,-0.441893029551372,-1.27468748136847,89
"GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP",0.110953058321479,0.573657697505836,0.157402899305283,-0.432433990802232,-1.26212080909475,96
"GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN",0.422145328719723,0.809139784946237,0.122679189568808,0.332163234421862,1.02121875363085,84
"GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_UP",0.230878186968839,0.689587026777351,0.103576326612592,-0.390594182063279,-1.15065452498004,102
